term,coef,odds_ratio,ci_low,ci_high,or_ci_low,or_ci_high
Percepción sobre el uso de IA en campañas políticas [El uso de inteligencia artificial en campañas políticas digitales mejora la comunicación entre partidos y ciudadanos.]_num,0.10861608356463802,1.1147343033594481,-0.26431934740743696,0.481551514536713,0.7677283284537015,1.6185837112316641
Percepción sobre el uso de IA en campañas políticas [Los partidos pueden manipular mi opinión mediante mensajes personalizados creados con IA.]_num,0.060274289321914594,1.062127836918789,-0.29962506043095416,0.42017363907478333,0.7410960348246245,1.5222258505603077
Percepción sobre el uso de IA en campañas políticas [La presencia de bots o cuentas falsas en redes sociales reduce mi confianza en la información política digital.]_num,0.7440247349447672,2.104388097695098,0.21340620790992093,1.2746432619796133,1.2378873887776192,3.5774249789342853
Percepción sobre el uso de IA en campañas políticas [La inteligencia artificial puede mejorar la transparencia del proceso electoral.]_num,-0.33852913131306606,0.7128180137617062,-0.6832113475839982,0.00615308495786604,0.5049926786250758,1.0061720540713468
Percepción sobre el uso de IA en campañas políticas [La existencia de deepfakes o contenido manipulado me hace desconfiar más de las campañas políticas digitales.]_num,-1.181081674185862,0.30694654281791345,-1.7893863340653615,-0.5727770143063625,0.16706265887945965,0.5639571450604576
Percepción sobre el uso de IA en campañas políticas [Considero que el uso de inteligencia artificial en campañas políticas debería estar regulado por la ley.]_num,0.21700430653933062,1.2423494523530225,-0.24461126871317845,0.6786198817918396,0.783008859129913,1.9711554266153917
edad_25–34,-0.007039939785986876,0.9929847825415237,-0.8545732270103292,0.8404933474383556,0.4254647291962155,2.317510032433983
edad_35–44,1.5190723832492972,4.567985888992841,-1.6146466141268703,4.652791380625464,0.19896096801440386,104.87732991190047
edad_45–54,-1.4322456434695765,0.23877212268110878,-5.905663524517995,3.0411722375788424,0.0027239737575922183,20.929763515797156
edad_55–64,0.12003441967709355,1.1275356603248194,-4.889473266710524,5.129542106064711,0.007525385302179939,168.9397438475141
genero_Masculino,0.5977858150947442,1.8180887557256133,-0.3299739548857019,1.5255455850751902,0.7189424581265773,4.597651295083132
genero_Otros,-0.7554138012022933,0.46981616400781795,-3.5668561521825572,2.0560285497779707,0.02824451068848982,7.814871724896671
rol_uce_Estudiante de posgrado,2.09589803555008,8.132741182498416,-1.3550400160297014,5.546836087129861,0.25793697263175,256.4249648534654
rol_uce_Estudiante de pregrado,1.2607433430119255,3.528043059034883,-2.050932400171299,4.572419086195151,0.1286149270833954,96.77794101094803
rol_uce_Personal administrativo,9.966110359332934,21292.50388199993,-47.622939311739074,67.55516003040493,2.0778789568229992e-21,2.1818918762148023e+29
conoce_ia_No estoy seguro/a,-0.33264128801832404,0.7170273543329116,-1.73096943438808,1.0656868583514318,0.17711262764568217,2.9028321339694654
conoce_ia_Sí,0.2234449506515533,1.2503768059533593,-0.8488013486627795,1.295691249965886,0.4279275605985861,3.6535205974562093
"percibe_automatizacion_Sí, lo he notado claramente",-0.5825140176282572,0.5584925400785445,-2.6866672621361523,1.5216392268796377,0.06810754614938716,4.579726255872328
"percibe_automatizacion_Tal vez, pero no estoy seguro/a",-0.6309178432838719,0.5321031894680095,-2.7084442036684924,1.4466085171007488,0.06664040500283572,4.248680725004303
"identifica_ia_No, me resulta difícil distinguirlo",0.5678700512768925,1.7645047414714377,-1.5245735738389201,2.6603136763927053,0.21771387596592195,14.300774210471216
"identifica_ia_Sí, fácilmente",0.8121663626598417,2.2527830492717453,0.018666382066023557,1.6056663432536598,1.0188416880530733,4.981177671267154
"¿Ha cambiado su confianza en el proceso electoral al saber que existen bots, deepfakes o manipulación mediante IA?_No sé",-0.5392832626379054,0.583166079537444,-2.0716014989942244,0.9930349737184136,0.12598385703678727,2.6994147053599757
"¿Ha cambiado su confianza en el proceso electoral al saber que existen bots, deepfakes o manipulación mediante IA?_Sí, ahora confío menos",-0.4272349214356453,0.6523102925562008,-1.3058180872555998,0.45134824438430926,0.2709507829692518,1.5704280796377847
"¿Ha cambiado su confianza en el proceso electoral al saber que existen bots, deepfakes o manipulación mediante IA?_Sí, ahora confío más",-1.2090849528608358,0.29847026887739464,-2.5964242690321115,0.17825436331043987,0.07453963593999403,1.1951292796151984
¿Considera que el uso de IA en campañas digitales influyó en su decisión de voto en las elecciones presidenciales de 2025?_No sé/no aplica,-0.6605620831255858,0.5165609027091935,-2.348722723167988,1.0275985569168162,0.09549105286441543,2.794347304837105
¿Considera que el uso de IA en campañas digitales influyó en su decisión de voto en las elecciones presidenciales de 2025?_Poco,0.6716095856616541,1.9573853658512708,-0.47469280723598517,1.8179119785592932,0.6220761244002561,6.158984921889626
"¿Considera que el uso de IA en campañas digitales influyó en su decisión de voto en las elecciones presidenciales de 2025?_Sí, algo",0.07840862593470369,1.0815645236996185,-0.8796903573596552,1.0365076092290626,0.414911366043972,2.819353516581202
"¿Considera que el uso de IA en campañas digitales influyó en su decisión de voto en las elecciones presidenciales de 2025?_Sí, mucho",-1.168491894465521,0.31083536049135996,-2.747116792843814,0.41013300391277174,0.06411244444160208,1.5070182111025325
"¿Realiza alguna verificación (chequea fuentes, busca noticias, consulta otras personas) de la información política digital antes de compartirla?_Nunca",-2.184660240888858,0.11251595548183864,-4.022361020903249,-0.34695946087446683,0.017910627613328605,0.7068339821084764
"¿Realiza alguna verificación (chequea fuentes, busca noticias, consulta otras personas) de la información política digital antes de compartirla?_Rara vez",-1.3496042978604046,0.25934286287031943,-2.470674407579638,-0.22853418814117132,0.08452783356288687,0.7956990932665308
"¿Realiza alguna verificación (chequea fuentes, busca noticias, consulta otras personas) de la información política digital antes de compartirla?_Siempre",-0.401145053475697,0.6695529330136294,-1.297205155866824,0.4949150489154301,0.2732945423030415,1.6403588828717144
"¿Conoce alguna medida, ley o regulación sobre el uso de IA en campañas políticas en Ecuador?_No estoy seguro/a",1.3187579641002667,3.738774799727867,0.15937468813161582,2.4781412400689176,1.172777290098824,11.919089089713069
"¿Conoce alguna medida, ley o regulación sobre el uso de IA en campañas políticas en Ecuador?_Sí",-0.2027048505980535,0.8165192010181792,-1.581149249869098,1.175739548672991,0.20573851732154785,3.2405385938957534
¿Cree que debería regularse el uso de IA en campañas políticas digitales en el país?_No sé,-0.2199687919873312,0.8025438433700989,-1.8276011951947568,1.3876636112200944,0.16079883051268912,4.005480751804497
¿Cree que debería regularse el uso de IA en campañas políticas digitales en el país?_Sí,0.46925917535243356,1.598809317029994,-0.7292057096707232,1.6677240603755903,0.482291917798378,5.300091371820439
1/2,-0.8436057866300805,0.4301566705102341,-5.445001843307962,3.757790270047801,0.004317832048531552,42.85362633485906
2/3,0.696089301251809,2.0058929059532122,0.45806898357589865,0.9341096189277194,1.5810180635792703,2.5449464764775493
